id,main url,title,price,category,images,short desc,نام 1 صفت,مقدار(های) 1 صفت,نام 2 صفت,مقدار(های) 2 صفت,نام 3 صفت,مقدار(های) 3 صفت,نام 4 صفت,مقدار(های) 4 صفت,نام 5 صفت,مقدار(های) 5 صفت,نام 6 صفت,مقدار(های) 6 صفت,نام 7 صفت,مقدار(های) 7 صفت,نام 8 صفت,مقدار(های) 8 صفت,نام 9 صفت,مقدار(های) 9 صفت,نام 10 صفت,مقدار(های) 10 صفت,نام 11 صفت,مقدار(های) 11 صفت,نام 12 صفت,مقدار(های) 12 صفت,نام 13 صفت,مقدار(های) 13 صفت,نام 14 صفت,مقدار(های) 14 صفت,نام 15 صفت,مقدار(های) 15 صفت,نام 16 صفت,مقدار(های) 16 صفت,نام 17 صفت,مقدار(های) 17 صفت,نام 18 صفت,مقدار(های) 18 صفت,نام 19 صفت,مقدار(های) 19 صفت,نام 20 صفت,مقدار(های) 20 صفت,نام 21 صفت,مقدار(های) 21 صفت,نام 22 صفت,مقدار(های) 22 صفت,نام 23 صفت,مقدار(های) 23 صفت,نام 24 صفت,مقدار(های) 24 صفت,نام 25 صفت,مقدار(های) 25 صفت,نام 26 صفت,مقدار(های) 26 صفت,نام 27 صفت,مقدار(های) 27 صفت,نام 28 صفت,مقدار(های) 28 صفت,نام 29 صفت,مقدار(های) 29 صفت,نام 30 صفت,مقدار(های) 30 صفت,نام 31 صفت,مقدار(های) 31 صفت,نام 32 صفت,مقدار(های) 32 صفت,نام 33 صفت,مقدار(های) 33 صفت,نام 34 صفت,مقدار(های) 34 صفت,نام 35 صفت,مقدار(های) 35 صفت,نام 36 صفت,مقدار(های) 36 صفت,نام 37 صفت,مقدار(های) 37 صفت,نام 38 صفت,مقدار(های) 38 صفت,نام 39 صفت,مقدار(های) 39 صفت,نام 40 صفت,مقدار(های) 40 صفت,نام 41 صفت,مقدار(های) 41 صفت,نام 42 صفت,مقدار(های) 42 صفت,نام 43 صفت,مقدار(های) 43 صفت,نام 44 صفت,مقدار(های) 44 صفت,نام 45 صفت,مقدار(های) 45 صفت,نام 46 صفت,مقدار(های) 46 صفت,نام 47 صفت,مقدار(های) 47 صفت,نام 48 صفت,مقدار(های) 48 صفت,نام 49 صفت,مقدار(های) 49 صفت,نام 50 صفت,مقدار(های) 50 صفت
1305,https://damatajhiz.com/products/3043/هود-آشپزخانه-مورب-استیل-البرز-مدل-sa-403,هود آشپزخانه مورب استیل البرز مدل SA-403,,هود آشپزخانه و هواکش > هود استیل البرز,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1305/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1305/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1305/3.jpg",<ol><li>قدرت موتور: 900 متر مکعب بر ساعت</li><li>تعداد دور موتور: 4 دور</li><li>دارای سنسور دود و دما + ریموت کنترل + صفحه کلید لمسی</li><li>دارای فیلتر آلومینیومی قابل تعویض و شستشو</li><li>برای آشپزخانه تا 22 مترمربع</li></ol>,مدل,SA-403,نوع,مورب,ابعاد (cm) (طول),90,ابعاد (cm) (عرض),43,ابعاد (cm) (ارتفاع),80,تعداد موتور,1,تعداد دور موتور,4,حداکثر قدرت مکش(m3/h) ,900,حداقل قدرت مکش(m3/h) ,550,فشار هوای خروجی (Pa),300,جریان مصرفی (آمپر),0.75,توان مصرفی (وات),170,جنس بدنه,شیشه و استیل,رنگ,استیل و مشکی,نوع فیلتر,آلومینیومی_کربنی,تعداد فیلتر,3,نوع کلید,لمسی,نوع لامپ,LED,تعداد لامپ,2,میزان صدا(db),55/70,کنترل از راه دور,دارد,سنسور دود و دما,دارد,گارانتی,24 ماه گارانتی استیل البرز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1306,https://damatajhiz.com/products/2810/هود-آشپزخانه-شومینه-ای-استیل-البرز-مدل-sa-118,هود آشپزخانه شومینه ای استیل البرز مدل SA-118,,هود آشپزخانه و هواکش,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1306/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1306/2.jpg",<ol><li>قدرت موتور: 960 متر مکعب بر ساعت</li><li>تعداد دور موتور: 3 دور</li><li>دارای سنسور دود و دما + ریموت کنترل + صفحه کلید لمسی</li><li>دارای فیلتر آلومینیومی قابل تعویض و شستشو</li><li>برای آشپزخانه تا 24 مترمربع</li></ol>,مدل,SA-118,نوع,شومینه ای,ابعاد (cm) (طول),90,ابعاد (cm) (عرض),48,ابعاد (cm) (ارتفاع),60-70,تعداد موتور,1,تعداد دور موتور,3,حداکثر قدرت مکش(m3/h) ,960,حداقل قدرت مکش(m3/h) ,780,فشار هوای خروجی (Pa),300,جریان مصرفی (آمپر),0.74,توان مصرفی (وات),170,جنس بدنه,شیشه و استیل,رنگ,استیل و مشکی,نوع فیلتر,آلومینیومی,تعداد فیلتر,2,نوع کلید,لمسی,نوع لامپ,LED,تعداد لامپ,2,میزان صدا(db),48/55,کنترل از راه دور,دارد,سنسور دود و دما,دارد,گارانتی,24 ماه گارانتی استیل البرز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1307,https://damatajhiz.com/products/3012/کولرآبی-6000-کاوه-کویر,کولرآبی 6000 کاوه کویر,,کولر آبی,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1307/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1307/2.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 100*87*87 سانتیمتر</li><li>برای مساحت 70 تا 110 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 1/2 اسب بخار</li></ol>,مدل,6000,ظرفیت هوادهی(m3/h),6000,ابعاد(cm) (طول),87,ابعاد(cm) (عرض),87,ابعاد(cm) (ارتفاع),100,وزن(Kg),70,توان مصرفی(W) (کند),340,توان مصرفی(W) (تند),720,قدرت موتور(hp) (کند),1/6,قدرت موتور(hp) (تند),1/2,بازدهی تبخیر(درصد),80,جریان مصرفی(A) (کند),1.7,جریان مصرفی(A) (تند),3.6,جنس بدنه,ورق گالوانیزه با پوشش روی,گارانتی,2 سال گارانتی کاوه کویر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1308,https://damatajhiz.com/products/3011/کولر-آبی-کم-مصرف-کاوه-کویر-6000-گرید-a,کولر آبی کم مصرف کاوه کویر 6000 گرید A,,کولر آبی > کولر آبی کاوه کویر,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1308/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1308/2.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 100*87*87 سانتیمتر</li><li>برای مساحت 70 تا 110 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 1/2 اسب بخار</li></ol>,مدل,6000 گریدA,ظرفیت هوادهی(m3/h),6300,بازدهی انرژی(درصد),45,ابعاد(cm) (طول),87,ابعاد(cm) (عرض),87,ابعاد(cm) (ارتفاع),100,وزن(Kg),70,توان مصرفی(W) (کند),300,توان مصرفی(W) (تند),490,قدرت موتور(hp) (کند),1/6,قدرت موتور(hp) (تند),1/2,بازدهی تبخیر(درصد),80,جریان مصرفی(A) (کند),1.5,جریان مصرفی(A) (تند),2.7,جنس بدنه,ورق گالوانیزه با پوشش روی,گارانتی,2 سال گارانتی کاوه کویر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1309,https://damatajhiz.com/products/3010/کولرآبی-8000-کاوه-کویر,کولرآبی 8000 کاوه کویر,,کولر آبی > کولر آبی کاوه کویر,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1309/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1309/2.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 115*87*87 سانتیمتر</li><li>برای مساحت 130 تا 150 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 3/4 اسب بخار</li></ol>,مدل,کولر آبی 8000,ظرفیت هوادهی(m3/h),8000,بازدهی انرژی(درصد),38,ابعاد(cm) (طول),87,ابعاد(cm) (عرض),87,ابعاد(cm) (ارتفاع),115,وزن(Kg),78,توان مصرفی(W) (کند),510,توان مصرفی(W) (تند),900,قدرت موتور(hp) (کند),1/4,قدرت موتور(hp) (تند),3/4,بازدهی تبخیر(درصد),77,جریان مصرفی(A) (کند),2.6,جریان مصرفی(A) (تند),4.5,جنس بدنه,ورق گالوانیزه با پوشش روی,گارانتی,2 سال گارانتی کاوه کویر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1310,https://damatajhiz.com/products/3008/کولر-آبی-کم-مصرف-کاوه-کویر-8000-گرید-b,کولر آبی کم مصرف کاوه کویر 8000 گرید B,,کولر آبی > کولر آبی کاوه کویر,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1310/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1310/2.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 115*87*87 سانتیمتر</li><li>برای مساحت 130 تا 150 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 3/4 اسب بخار</li></ol>,مدل,8000 کم مصرف,ظرفیت هوادهی(m3/h),8000,بازدهی انرژی(درصد),38,ابعاد(cm) (طول),87,ابعاد(cm) (عرض),87,ابعاد(cm) (ارتفاع),115,وزن(Kg),78,توان مصرفی(KW) (کند),0.51,توان مصرفی(KW) (تند),0.8,قدرت موتور(hp) (کند),1/4,قدرت موتور(hp) (تند),3/4,بازدهی تبخیر(درصد),77,جریان مصرفی(A) (کند),2.6,جریان مصرفی(A) (تند),4,جنس بدنه,ورق گالوانیزه با پوشش روی,گارانتی,2 سال گارانتی کاوه کویر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,https://damatajhiz.com/products/3007/کولر-آبی-سلولزی-8000-کاوه-کویر,کولر آبی سلولزی 8000 کاوه کویر,,کولر آبی,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1311/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1311/2.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 115*87*87 سانتیمتر</li><li>برای مساحت 130 تا 150 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 3/4 اسب بخار</li></ol>,مدل,8000 سلولزی,ظرفیت هوادهی(m3/h),8000,بازدهی انرژی(درصد),38,ابعاد(cm) (طول),87,ابعاد(cm) (عرض),87,ابعاد(cm) (ارتفاع),115,وزن(Kg),78,توان مصرفی(KW) (کند),0.51,توان مصرفی(KW) (تند),0.9,قدرت موتور(hp) (کند),1/4,قدرت موتور(hp) (تند),3/4,بازدهی تبخیر(درصد),85,جریان مصرفی(A) (کند),2.6,جریان مصرفی(A) (تند),4.5,جنس بدنه,ورق گالوانیزه با پوشش روی,گارانتی,2 سال گارانتی کاوه کویر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1312,https://damatajhiz.com/products/3006/کولرآبی-6000-سلولزی-کاوه-کویر,کولرآبی 6000 سلولزی کاوه کویر,,کولر آبی,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1312/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1312/2.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 100*87*87 سانتیمتر</li><li>برای مساحت 85 تا 120 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 1/2 اسب بخار</li></ol>,مدل,6000 سلولزی,ظرفیت هوادهی(m3/h),6000,بازدهی انرژی(درصد),38,ابعاد(cm) (طول),87,ابعاد(cm) (عرض),87,ابعاد(cm) (ارتفاع),100,وزن(Kg),70,توان مصرفی(KW) (کند),0.34,توان مصرفی(KW) (تند),0.72,قدرت موتور(hp) (کند),1/6,قدرت موتور(hp) (تند),1/2,بازدهی تبخیر(درصد),85,جریان مصرفی(A) (کند),7.1,جریان مصرفی(A) (تند),6.3,جنس بدنه,ورق گالوانیزه با پوشش روی,گارانتی,2 سال گارانتی کاوه کویر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,https://damatajhiz.com/products/3005/کولرآبی-4000-سلولزی-کاوه-کویر,کولرآبی 4000 سلولزی کاوه کویر,,کولر آبی,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1313/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1313/2.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 87*73*73 سانتیمتر</li><li>برای مساحت 50 تا 80 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 1/3 اسب بخار</li></ol>,مدل,4000 سلولزی,قدرت خنک کنندگی(m3/h),3800,بازدهی انرژی(درصد),30,ابعاد(cm) (طول),73,ابعاد(cm) (عرض),73,ابعاد(cm) (ارتفاع),87,وزن(Kg),49,توان مصرفی(W) (کند),340,توان مصرفی(W) (تند),580,ولتاژ(V),220,قدرت موتور(hp) (کند),1/9,قدرت موتور(hp) (تند),1/3,بازدهی تبخیر(درصد),80,جریان مصرفی(A) (کند),1.7,جریان مصرفی(A) (تند),2.9,جنس بدنه,ورق گالوانیزه با پوشش روی,نوع الکتروموتور,1/3 موتوژن,گارانتی,2 سال گارانتی کاوه کویر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,https://damatajhiz.com/products/2989/کولر-آبی-آبسال-کم-مصرف-بالازن-مدل-acdc68,کولر آبی آبسال کم مصرف بالازن مدل ACDC68,,کولر آبی > کولر آبی آبسال,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1314/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1314/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1314/3.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1314/4.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1314/5.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 100*87*87 سانتیمتر</li><li>دارای قدرت موتور 1/2 اسب بخار</li><li>دارای تایمر جهت تنظیم زمان روشن و خاموش شدن</li></ol>,مدل,AC/DC 68,قدرت خنک کنندگی به m3 در شرایط متعادل,350,مقدار مصرف آب در 35°C و 20 درصد رطوبت نسبی (Lit/h),37,ظرفیت هوادهی (m3/h),3570,ظرفیت هوادهی ( CFM),2100,توان مصرفی (W),260,مشخصات موتور (قدرت (w)),184,مشخصات موتور (سرعت),3,مشخصات موتور (فاز),1,مشخصات موتور (فرکانس (HZ)),50,مشخصات موتور (ولت (V)),230,مشخصات پمپ (قدرت (HP)),1/60,مشخصات پمپ (فاز ),1,مشخصات پمپ (فرکانس (HZ)),50,مشخصات پمپ (ولت (V)),230,ابعاد کلی کولر (طول),870 میلیمتر,ابعاد کلی کولر (عرض),870 میلیمتر,ابعاد کلی کولر (ارتفاع),1000 میلیمتر,ابعاد دریچه  (طول دریچه),488 میلیمتر,ابعاد دریچه  (عرض دریچه),480 میلیمتر,ابعاد دریچه  (ارتفاع ورقه دریچه ),30 میلیمتر,وزن کولر,64.5 کیلوگرم,گرید انرژی,گرید A  کم مصرف,گارانتی,2 سال گارانتی آبسال,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,https://damatajhiz.com/products/2970/کولر-آبی-ارج-مدل-2035,کولر آبی ارج مدل 2035,,کولر آبی,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1315/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1315/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1315/3.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 86*72*56 سانتیمتر</li><li>دارای قدرت موتور 1/3 اسب بخار</li><li>پوشش رنگی الکترو استاتیک</li><li>دارای برچسب انرژی رده E</li></ol>,مدل,2035,بازده انرژی (%),27,قدرت موتور (HP),1/3,ارتفاع (cm),86,طول (cm),72,عرض (cm),56,وتناژ (v),220,حجم هوادهی (m3/hr),4250,وزن (kg),52,گارانتی,24 ماه گارانتی شرکت اصلی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,https://damatajhiz.com/products/2939/هود-آشپزخانه-شومینه-ای-استیل-البرز-مدل-sa-102,هود آشپزخانه شومینه ای استیل البرز مدل SA-102,,هود آشپزخانه و هواکش > هود استیل البرز,https://damava.ir/wp-content/uploads/2022/sarmayesh/1316/1.jpg,<ol><li>قدرت موتور: 960 متر مکعب بر ساعت</li><li>تعداد دور موتور: 5 دور</li><li>دارای کلید الکترونیکی</li><li>دارای 2 فیلتر آلومینیومی قابل تعویض و شستشو</li><li>برای آشپزخانه تا 24 مترمربع</li></ol>,مدل,SA-102,نوع,شومینه ای,ابعاد (cm) (طول),90,ابعاد (cm) (عرض),48,ابعاد (cm) (ارتفاع),60-70,تعداد موتور,1,تعداد دور موتور,5,حداکثر قدرت مکش(m3/h) ,960,حداقل قدرت مکش(m3/h) ,780,فشار هوای خروجی (Pa),300,جریان مصرفی (آمپر),0.74,توان مصرفی (وات),170,جنس بدنه,شیشه و استیل,رنگ,استیل و مشکی,نوع فیلتر,آلومینیومی,تعداد فیلتر,2,نوع کلید,الکترونیکی,نوع لامپ,LED,تعداد لامپ,2,میزان صدا(db),48/55,کنترل از راه دور,ندارد,سنسور دود و دما,ندارد,گارانتی,24 ماه گارانتی استیل البرز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,https://damatajhiz.com/products/3418/هود-آشپزخانه-مورب-استیل-البرز-مدل-sa-402,هود آشپزخانه مورب استیل البرز مدل SA-402,,هود آشپزخانه و هواکش > هود استیل البرز,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1317/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1317/2.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1317/3.jpg",<ol><li>قدرت موتور: 720 متر مکعب بر ساعت</li><li>تعداد دور موتور: 5 دور</li><li>صفحه نمایش دیجیتالی + صفحه کلید لمسی </li><li>دارای دو فیلتر آلومینیومی قابل تعویض و شستشو</li><li>برای آشپزخانه تا 18 مترمربع</li></ol>,مدل,SA-402,نوع,مورب,ابعاد (cm) (طول),90,ابعاد (cm) (عرض),51,ابعاد (cm) (ارتفاع),70-80,تعداد موتور,1,تعداد دور موتور,5,حداکثر قدرت مکش(m3/h) ,720,حداقل قدرت مکش(m3/h) ,600,فشار هوای خروجی (Pa),300,جریان مصرفی (آمپر),0.62,توان مصرفی (وات),140,جنس بدنه,شیشه و استیل,رنگ,مشکی و استیل,نوع فیلتر,آلومینیومی,تعداد فیلتر,1,نوع کلید,لمسی,نوع لامپ,LED,تعداد لامپ,2,میزان صدا(db),48/55,کنترل از راه دور,ندارد,سنسور دود و دما,ندارد,گارانتی,24 ماه گارانتی استیل البرز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,https://damatajhiz.com/products/3016/کولرآبی-4000-کاوه-کویر,کولرآبی 4000 کاوه کویر,,کولر آبی > کولر آبی کاوه کویر,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1318/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1318/2.jpg",<ol><li>ابعاد (ارتفاع، طول، عرض): 87*73*73 سانتیمتر</li><li>برای مساحت 50 تا 70 متر مربع (براساس شرایط)</li><li>دارای قدرت موتور 1/3 اسب بخار</li></ol>,مدل,4000,ظرفیت هوادهی(m3/h),4100,بازدهی انرژی(درصد),38,ابعاد(cm) (طول),73,ابعاد(cm) (عرض),73,ابعاد(cm) (ارتفاع),87,وزن(Kg),45,توان مصرفی(W) (کند),340,توان مصرفی(W) (تند),580,قدرت موتور(hp) (کند),1/9,قدرت موتور(hp) (تند),1/3,بازدهی تبخیر(درصد),80,جریان مصرفی(A) (کند),1.7,جریان مصرفی(A) (تند),2.9,جنس بدنه,ورق گالوانیزه با پوشش روی,گارانتی,2 سال گارانتی کاوه کویر,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,https://damatajhiz.com/products/3421/هود-آشپزخانه-شومینه-ای-استیل-البرز-مدل-sa-120,هود آشپزخانه شومینه ای استیل البرز مدل SA-120,,هود آشپزخانه و هواکش > هود استیل البرز,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1319/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1319/2.jpg",<ol><li>قدرت موتور: 900 متر مکعب بر ساعت</li><li>تعداد دور موتور: 3 دور</li><li>صفحه نمایش دیجیتالی +کلید الکترونیکی + ریموت کنترل</li><li>دارای 2 فیلتر آلومینیومی قابل تعویض و شستشو</li><li>برای آشپزخانه تا 22 مترمربع</li></ol>,مدل ,SA-120,نوع,شومینه ای,ابعاد (cm) (طول),90,ابعاد (cm) (عرض),48,ابعاد (cm) (ارتفاع),60-70,تعداد موتور,1,تعداد دور موتور,3,حداکثر قدرت مکش(m3/h) ,960,حداقل قدرت مکش(m3/h) ,780,فشار هوای خروجی (Pa),300,جریان مصرفی (آمپر),0.74,توان مصرفی (وات),170,جنس بدنه,استیل ضد زنگ,رنگ,مشکی ,نوع فیلتر,آلومینیومی_کربنی,تعداد فیلتر,2,نوع کلید,الکترونیکی,نوع لامپ,LED,تعداد لامپ,2,میزان صدا(db),48/55,کنترل از راه دور,دارد,سنسور دود و دما,ندارد,گارانتی,24 ماه گارانتی استیل البرز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,https://damatajhiz.com/products/3422/هود-آشپزخانه-شومینه-ای-استیل-البرز-مدل-sa-117,هود آشپزخانه شومینه ای استیل البرز مدل SA-117,,هود آشپزخانه و هواکش > هود استیل البرز,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1320/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1320/2.jpg",<ol><li>قدرت موتور: 960 متر مکعب بر ساعت</li><li>تعداد دور موتور: 3 دور</li><li>دارای سنسور دود و دما + صفحه کلید لمسی</li><li>دارای 2 فیلتر آلومینیومی قابل تعویض و شستشو</li><li>برای آشپزخانه تا 24 مترمربع</li></ol>,مدل,SA-117,نوع,شومینه ای,ابعاد (cm (طول),90,ابعاد (cm (عرض),48,ابعاد (cm (ارتفاع),60-70,تعداد موتور,1,تعداد دور موتور,3,حداکثر قدرت مکش(m3/h) ,960,حداقل قدرت مکش(m3/h) ,780,فشار هوای خروجی (Pa),300,جریان مصرفی (آمپر),0.74,توان مصرفی (وات),170,جنس بدنه,شیشه و استیل,رنگ,استیل و مشکی,نوع فیلتر,آلومینیومی,تعداد فیلتر,2,نوع کلید,لمسی,نوع لامپ,LED,تعداد لامپ,2,میزان صدا(db),48/55,کنترل از راه دور,ندارد,سنسور دود و دما,دارد,گارانتی,24 ماه گارانتی استیل البرز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,https://damatajhiz.com/products/3540/هود-آشپزخانه-مورب-بیمکث-مدل-2063,هود آشپزخانه مورب بیمکث مدل 2063,,هود آشپزخانه و هواکش > هود بیمکث,https://damava.ir/wp-content/uploads/2022/sarmayesh/1321/1.jpg,<ol><li>قدرت موتور: 600 متر مکعب بر ساعت</li><li> تعداد دور موتور: 4 دور</li><li>دارای کابل برق + سنسور دود و دما + کنترل از راه دور</li><li> فیلتر آلومینیومی قابل شستشو و تعویض</li><li> برای آشپزخانه تا 15 مترمربع</li></ol>,مدل,B2063U ,نوع,مورب,ابعاد (cm) (طول),90,ابعاد (cm) (عرض),50,تعداد موتور,1,تعداد دور موتور,4,حداکثر قدرت مکش(m3/h) ,600,توان مصرفی (وات),200,جنس بدنه,شیشه و فولاد رنگ شده,رنگ,مشکی/ سفید,نوع فیلتر,آلومینیومی,تعداد فیلتر,1,نوع کلید,لمسی,نوع لامپ,SMD,تعداد لامپ,2,میزان صدا(db),52/68,کنترل از راه دور,دارد,سنسور دود و دما,دارد,گارانتی,2 سال گارانتی شرکت اصلی,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,https://damatajhiz.com/products/2709/هود-آشپزخانه-شومینه-ای-استیل-البرز-مدل-sa-105,هود آشپزخانه شومینه ای استیل البرز مدل SA-105,,هود آشپزخانه و هواکش > هود استیل البرز,"https://damava.ir/wp-content/uploads/2022/sarmayesh/1322/1.jpg,https://damava.ir/wp-content/uploads/2022/sarmayesh/1322/2.jpg",<ol><li>قدرت موتور: 960 متر مکعب بر ساعت</li><li>تعداد دور موتور: 3 دور</li><li>دارای سنسور دود و دما + ریموت کنترل + صفحه کلید لمسی</li><li>دارای فیلتر آلومینیومی قابل تعویض و شستشو</li><li>برای آشپزخانه تا 24 مترمربع</li></ol>,مدل,SA-105,نوع,شومینه ای,ابعاد (cm) (طول),90,ابعاد (cm) (عرض),51,ابعاد (cm) (ارتفاع),60-70,تعداد موتور,1,تعداد دور موتور,5,حداکثر قدرت مکش(m3/h) ,960,حداقل قدرت مکش(m3/h) ,780,فشار هوای خروجی (Pa),300,جریان مصرفی (آمپر),0.74,توان مصرفی (وات),170,جنس بدنه,شیشه و استیل,رنگ,استیل و مشکی,نوع فیلتر,آلومینیومی,تعداد فیلتر,2,نوع کلید,لمسی,نوع لامپ,LED,تعداد لامپ,2,میزان صدا(db),48/55,کنترل از راه دور,دارد,سنسور دود و دما,دارد,گارانتی,24 ماه گارانتی استیل البرز,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,https://damatajhiz.com/products/2340/فن-کویل-کاستی-چهار-طرفه-ریوکو,فن کویل کاستی چهار طرفه ریوکو,,فن کویل > فن کویل ریوکو,https://damava.ir/wp-content/uploads/2022/sarmayesh/1323/1.jpg,<ol><li>جریان هوای یکنواخت و چهار جهته</li><li>مجهز به ترموستات و ریموت کنترل بی سیم</li><li>زمان بندی 24 ساعته به کمک تایمر</li><li>راندمان بالا و کارکرد بیصدا با استفاده از فن پیچشی 3 بعدی</li></ol>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,https://damatajhiz.com/products/2336/فن-کویل-زمینی-ریوکو,فن کویل زمینی ریوکو,,فن کویل > فن کویل زمینی,https://damava.ir/wp-content/uploads/2022/sarmayesh/1324/1.jpg,<ol><li>فیلتر هوای قابل تعویض یا قابل شستشو</li></ol>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
